,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
377982,2/25/16,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"CMRE Financial Services of XXXX CA, specifically, XXXX and XXXX XXXX, submitted collection actions to the credit reporting agencies which dropped my credit score over XXXX points and prohibited me from getting jobs as I work XXXX and the collections on my account would make me ineligible for jobs in the industry. I contacted CMRE and they acknowledge that reporting invalid debts is illegal they only apologize and state they will remove them from the credit report. This does n't fix the fact that I 've been unable to apply for jobs due to the collections being on my report. The debts were clearly paid and no longer existed but CMRE did n't do due diligence to ensure the debts were valid and legitimate. They refuse to accept responsibility for their wrong doing. _x000D_",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CMRE Financial Services, Inc.",OH,450XX,Servicemember,Consent provided,Web,2/25/16,Closed with explanation,Yes,Yes,1804113
378051,2/25/16,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,The credit bureau are reporting XXXX fraudulent collections where my identity was stolen. I have my police report and I am sending in the documentation _x000D_,Company can't verify or dispute the facts in the complaint,"National Credit Systems,Inc.",GA,300XX,Servicemember,Consent provided,Web,2/29/16,Closed with explanation,Yes,No,1804482
378172,2016-02-02 00:00:00,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"Rev MD Partners is continuing to send me a bill for {$1700.00}, that I have paid. Rev MD sold this bill to XXXX XXXX , XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX United States. I have already reported this to the CFPB case number XXXX. I have told Rev MD Partners that this has been paid and they continue to send me a bill and call me. The contact info for Rev MD Partners XXXX XXXX XXXX XXXX XXXX, XXXX XXXX Phone XXXX _x000D_",Company believes it acted appropriately as authorized by contract or law,"RevMD Partners, LLC.",CA,951XX,Older American,Consent provided,Web,2016-02-02 00:00:00,Closed with explanation,Yes,Yes,1768843
378212,2016-06-02 00:00:00,Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,"While working in XXXX several years ago I stayed at an apartment complex called "" XXXX ''. After fulfilling my lease obligations, I moved back to my home in XXXX were my family stayed during this two year long work assignment. I paid my last lease payment in full, professionally cleaned the apartment and did not think anything else was owed. A month later I went to the apartment complex and turned in my gate pass which I accidentally took with me and took to the day manager, we were friends. At that time there was no information shared on any money owed from my lease and I did n't expect there would be any. I received regular email correspondence from the XXXX complex about social activities and nothing about money owed. Over a year later I started getting collection attempts from National Credits Systems over {$210.00} owed from XXXX XXXX. I called XXXX to find out what was going on but apparently the apartment complex was sold to XXXX XXXX in XXXX and while they had a statement showing {$210.00} was never paid, nobody could answer what some of the charges were far. Nobody was able to help me since they sent the balance due to National Credit Systems. At one point when I was speaking with the collection agency, I identified some items that I may have paid if had known about it but other charges were still not identifiable. I told NCS that I would agree to pay this amount if they would remove the negative remark from my credit score but the agent said she could not. Known of this was my fault yet my credit is penalized for a mistake that the apartment complex made and then correcting this is impossible because it was sold to a residential management business. A consumer should never have to pay for something that they do not owe and to be penalized for this {$210.00} does more to protect business than protect consumers. The burden of proof that all attempts to contact the consumer who is alleged to have not paid for something owed should be on the business. I was not called nor did I get any communication on the amount owed in my email account. I did not leave a forwarding address because I did not want "" junk '' mail to follow me home. Too much already. How do I get National Credit Systems to remove this record from my account. _x000D_",Company disputes the facts presented in the complaint,"National Credit Systems,Inc.",MO,636XX,Servicemember,Consent provided,Web,2016-10-02 00:00:00,Closed with explanation,Yes,No,1776324
378316,2016-07-02 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"I am a XXXX XXXX customer. _x000D__x000D_This is regarding an early termination fee demand of {$200.00} by the Attorney of XXXX XXXX for de-activating and/or early termination of service from XXXX XXXX. _x000D__x000D_On XXXX XXXX, XXXX, I bought an XXXX phone from XXXX XXXX, XXXX XXXX, XXXX, VA XXXX for {$49.00} ( Carrier : XXXX XXXX ). _x000D__x000D_However, on XXXX XXXX, XXXX, I went out the country and de-activated the phone and paid the balance amount in full to XXXX. When I returned from abroad, I again re-opened my XXXX XXXX account ( Account No : XXXX ). _x000D__x000D_When I bought the devicep/phone originally, I asked the sales person to clearly state and write the cancellation/termination policy and fees because consumers normally do not read several pages of agreements in fine/small prints. _x000D__x000D_He told me that I have a no-contract service ( XXXX ) with XXXX and that I can terminate the service at any time by paying the full amount of the device/phone. _x000D__x000D_On XXXX XXXX, XXXX, I received a letter from Aldous & Associates , PLLC, XXXX XXXX, XXXX, UT XXXX, asking me to pay {$200.00} for cancellation of my service with XXXX. _x000D__x000D_I did not sign this agreement that I would pay {$200.00} to XXXX XXXX for early cancellation of service from XXXX. The sales person never told me that I have to pay this amount. My daughter, who was with me, is the witness. _x000D__x000D_If I knew there was an early termination fee of {$200.00} due to XXXX XXXX, I would not have bought the phone and enrolled in XXXX 's XXXX program, which is a "" no-contract '' service by which the customers could terminate/cancel their service at any time. _x000D__x000D_Since I did not sign a contract to pay {$200.00}, and since the sales person of XXXX XXXX did not disclose about the early penalty of {$200.00} to XXXX XXXX, I do not owe any money to XXXX XXXX. _x000D__x000D_XXXX XXXX must be instructed to train its employees to clearly instruct the customers that they would have to pay {$200.00} early termination fee to XXXX XXXX for early termination of service from XXXX, even if they have a no-contract ( XXXX ) service with XXXX, so that XXXX would not defraud the customers. _x000D_",Company believes it acted appropriately as authorized by contract or law,"Aldous & Associates, PLLC",TX,774XX,Older American,Consent provided,Web,2016-07-02 00:00:00,Closed with explanation,Yes,Yes,1776704
378494,2016-11-02 00:00:00,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,XXXX XXXX XXXX XXXX phone number XXXX Is asking for XXXX $ But they are paid in Full.. But it still on my credit report. Also Common Wealth Financial systems XXXX they are asking for XXXX Dollars. From a Hospital Emergency Problem I had with either XXXX and or XXXX. the hospital knew that I had XXXX through the VA hospital so their dept. is paid. But the doctor is asking for his money. I called the hospital they Have no idea who the doctor was. So at this point I do n't know how to talk to the doctor to explain that he can go through the VA hospital to get his money back. XXXX XXXX Hospital billing does n't even have this in their records. I do n't know what to do. I have insurance and the Govt. should have paid for this. I am frustrated Please Help _x000D_,Company believes it acted appropriately as authorized by contract or law,"Commonwealth Financial Systems, Inc.",PA,182XX,Servicemember,Consent provided,Web,2016-11-02 00:00:00,Closed with explanation,Yes,No,1783722
378553,2/26/16,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Started XXXX/XXXX/2016 at XXXX XXXX ( my caller ID on my phone showed that it was a XXXX NC call ) It was pre-recorded message on a man talking very loudly about 'settling your debt now. ' My mom answered the phone as I was n't home. I tried calling the number back, I heard what sounded like bongos being played and obviously someone picked up because I heard a wicked/evil type laugh, then I was hung up on. XXXX/XXXX/2016 at XXXX XXXX, I get a call, the same number and same caller ID information as from the last call-the man was caucasian and very loud on a prerecorded message saying 'this is your final opportunity to settle your debt at XXXX % off, press 1 now to speak to a representative. ' I pressed one, another recorded voice said to press 1 again, so I ended up pressing 11 ( I wanted to see for myself what kind of company or who they were trying to get ahold of, etc ) and it rang and then hung up. The strange/scary thing is, I DO NOT have any debt and no collection agency is after me. _x000D_",Company believes complaint is the result of an isolated error,Element Global Services,NC,283XX,Servicemember,Consent provided,Web,2016-01-03 00:00:00,Closed with explanation,Yes,No,1806709
378752,2/23/16,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,"My credit card company sold my XXXX debts for XXXX and XXXX to a company called CACH , LLC. A few months ago I contacted this company to pay this debt and spoke to a representative who assured me that If I paid the balance in full they would remove the debt from my credit reports. I told them to give a day and I would have it for them. I called back the next day and spoke to a new representative who told me that they would not remove the XXXX debts from my credit report and then my balance owed changed to XXXX dollars total. when I explained that the balance was not correct and I was also assured that my debt was supposed to be removed upon full payment of both debts, and that I wanted to speak to a supervisor, she hung up on me. Since that time I have been consistently calling trying to take care of this debt and I have not been able to reach anyone since. _x000D_",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SquareTwo Financial Corporation,NV,895XX,Servicemember,Consent provided,Web,2/23/16,Closed with explanation,Yes,Yes,1797493
378808,2/23/16,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,Caller continueso to call at least 3 to 4 times a week asking for personal information. Claiming they represent XXXX. _x000D_,Company believes it acted appropriately as authorized by contract or law,Financial Corporation of America,CO,809XX,Servicemember,Consent provided,Web,3/14/16,Closed with explanation,Yes,No,1798381
379148,2016-08-02 00:00:00,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"received a letter from Sunrise Credit Services , Inc. of a past due debt from creditor XXXX XXXX House. the amount due is {$51.00}. i contacted the collection agency above and agent explained that according to XXXX XXXX House, they sent a letter to me, and merchandise. i did not received any letter, nor any merchandise. the Sunrise Credit agent on the phone insisted that i owed this, and they are offering me a reduced amount to be paid? I told the agent on the phone that i did not received any letter from XXXX XXXX House, and any merchandise. and do not know of any amount of money that i owed. it not much of an amount to be paid, but i just got suspicious of where this transaction came in to being? and why is this collector is offering this at this time. And i do not recall having ordered any merchandise from XXXX XXXX House at the beginning of last year, 2015, according to the Sunrise Credit Services , Inc, agent i spoke to by phone. the account # under my name for this debt is, XXXX. _x000D_",Company chooses not to provide a public response,Sunrise Credit Services Inc.,AS,967XX,"Older American, Servicemember",Consent provided,Web,2016-08-02 00:00:00,Closed with explanation,Yes,No,1777786
379308,2016-03-02 00:00:00,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,"My mortgage is running 30 days behind. I 've emailed asking someone to contact me to discuss a deferral of that one payment. I 've told them precisely the times I 'm available ( XXXX XXXX or XXXX XXXX ). "" XXXX '' continues to call my cell phone, immediately followed by a call to my place of employment outside of those time slots and numerous times a week. This morning, XXXX XXXX, 2013, I paid my XX/XX/XXXX payment. Meaning my XX/XX/XXXX payment was due on XX/XX/XXXX. At XXXX XXXX, I received a "" XXXX 's '' regular calls on both the cell and then office line. Her message was in a very nasty tone telling me that I needed to call her IMMEDIATELY. Why? At this point, I 'm 2 days late on my payment! I have now sent them a 3rd message through my online account making a complaint. But they seem to ignore this. _x000D_",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,OH,430XX,Servicemember,Consent provided,Web,2016-03-02 00:00:00,Closed with explanation,Yes,Yes,1772024
379356,2016-09-02 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"I sold a house in XXXX, IN back in 2014, all bills were paid in full as part of the property sales agreement. Several months later the Indiana power company sent me a bill for new power consumption. I informed them at the time of the sale of the house and at receipt of the first bill that the house had been sold. NRA Group continually calls me now and refuses to send me proof of debt so I can address the issue. _x000D_",Company believes it acted appropriately as authorized by contract or law,"NRA Group, LLC",WA,993XX,"Older American, Servicemember",Consent provided,Web,2016-11-02 00:00:00,Closed with explanation,Yes,No,1777507
379432,2016-09-02 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,Have no way to call and settle debt _x000D_,Company believes it acted appropriately as authorized by contract or law,Focus Holding Company,CA,922XX,Servicemember,Consent provided,Web,2016-10-02 00:00:00,Closed with explanation,Yes,No,1780298
379546,2016-03-03 00:00:00,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Got a phone call from XXXX No listing on Caller iD as to name I looked the number up online and It belongs to Aargon Agency. I do not have bills past due. or any reason for a debt agency to call me. It was a robo call, for me to call a number about this debt. Call was XXXX XXXX/XXXX/2016 _x000D_",Company can't verify or dispute the facts in the complaint,"Aargon Agency, Inc.",IN,469XX,Older American,Consent provided,Web,2016-03-03 00:00:00,Closed,Yes,No,1814146
379654,2016-03-03 00:00:00,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"On XXXX XXXX, 2016 First National Collection contacted my husband regarding a debt that they are saying that I owe from XXXX. My husband informed them that he had no idea what they were talking about and asked how they got his phone number. He called me to find out what was going on and so then I called them. When i asked them for proof of debt they did not have anything, when I asked simply for something that shows that I actually owe this they could not provide anything other than a bill from them that says I owe money to some online university. They have asked me to send them a letter requesting proof of debt. I feel it is very unfair that I should have to prove to them that I do n't owe anything .... they should have to prove that I do owe something, Its highly unethical for a company to call and harass me about something they are saying that I owe when they have no way to prove or even validate that I do owe them anything. _x000D_",Company believes it acted appropriately as authorized by contract or law,"First National Collection Bureau, Inc.",TX,786XX,Servicemember,Consent provided,Web,2016-03-03 00:00:00,Closed with explanation,Yes,No,1815778
379835,2/28/16,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,"In XXXX XXXX I retired. I invested {$200000.00} XXXX XXXX. The investment went sideways due to fraud in late XXXX. In XXXX I was in poor financial condition and started job hunting ; I was hired by the Utah XXXX XXXX XXXX XXXX. At that time I retained "" XXXX XXXX '' to try and clean up my debts without filing bankruptcy and began paying so much a month ( {$780.00} ) to build up an account to pay the debts and legal fees. We had progressed well and settled a portion of the debts I had incurred. In XXXX XXXX I XXXX at work ( XXXX reduced income to XXXX ) and was out until XXXX XXXX. In XXXX XXXX we started hearing from XXXX XXXX XXXX ( XXXX ) through the XXXX Court of Utah and XXXX XXXX XXXX. For every submittal by XXXX, XXXX XXXX countered with their own court submittal. This went back and forth XXXX 5 times until XXXX with several conversations of settlement. XXXX was very abrasive and cursed at the XXXX XXXX people trying to settle the case, he would not settle. Somewhere in near the end of XXXX XXXX ( lied, said I never responded to the court ) ) convinced or bought this judge to put a judgement in on me, without my day in court and any arbitration. Per the contract I was to have my arbitration and a day in court. XXXX told XXXX XXXX that I no longer had a contract because these carpet baggers had bought this debt so they were no longer responsible for the stipulations of the contract. In XXXX XXXX XXXX XXXX XXXX XXXX tried again to settle and offered everything I had in the account ( {$11000.00} ) they said no and cursed them out again and said they want it all. In the same month we submitted paperwork to XXXX XXXX XXXX and XXXX but XXXX did n't even respond, he ignored XXXX arbitrations attempts. XXXX XXXX I found out they had garnished my pay check at XXXX but also my Utah XXXX tax return was taken. In XXXX the tax return was a {$3200.00} ( a write off because of the XXXX loss ), so they have garnished approximately {$7500.00} in XXXX XXXX they will take approximately {$9000.00} but not State tax return because the oil relief is over and now I owe money this year. In XXXX XXXX XXXX XXXX was shut down and investigated by Fed 's for taking to much in fees up front and additional fees throughout each settlement process. Now the garnishing continues my money is tied up ( to settle ) at XXXX XXXX and I still have a corrupt lawyer and Judge to contend with day in day out. I had an original amount of {$20000.00}. The oil fraud was turned over to the Utah XXXX and determined they were fraudulent and I filed an additional complaint against XXXX XXXX after finding they had over charged everyone beyond the normal fee structure. The only thing I know is lawyers are created to prey on other peoples misfortunes and make them pay and pay whether or not they say they are on your side. I have all the documentation sent to me and everything I submitted in return. I also have the court records that show no notice of a hearing and no chance to arbitrate a settlement, I 'm discussed. _x000D_",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Constantino Law Office, P.C.",UT,841XX,"Older American, Servicemember",Consent provided,Web,2016-01-03 00:00:00,Closed,Yes,Yes,1807681
379873,2/18/16,Debt collection,Non-federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,"i went to a XXXX school called XXXX located in XXXX fl. took out a loan with a company called XXXX to help pay for XXXX school. a few months down the road i ended up unemployed, becasue my wife joined the army leaving me with no choice but to quit and take care of my kid. _x000D_so my loan ended up going into collections with a company called XXXX , Inc located at XXXX XXXX XXXX XXXX, Texas XXXX this is where their harassment began i spoke with them and told them about my situation and that once i find a solution ( job or some how obtain the money to pay them back ) that i would contact them. they went on and started call me every day and when i would n't pick they would call all my family and friends even people i have n't spoken to in years and they would call all family and friends every single day telling them about my collection and to tell me to call them back _x000D_",Company believes it acted appropriately as authorized by contract or law,"Lockhart, Morris & Montgomery Inc.",FL,335XX,Servicemember,Consent provided,Web,2/23/16,Closed with explanation,Yes,No,1793125
379949,2016-03-03 00:00:00,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,"A lady named XXXX XXXX called from XXXX to my place of work, I called back and she claimed to be from a law firm, collecting for the cash store. when I asked for her mailing address she became irate and said my attorney should contact them. She asked why I wanted the address, I stated that I did n't believe they were a law firm. At that time she yelled "" XXXX ''! I hung up. she called back but I did n't answer. she left another insulting message on my voice mail, _x000D_",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Cottonwood Financial Ltd.,TX,785XX,Servicemember,Consent provided,Web,2016-03-03 00:00:00,Closed with explanation,Yes,No,1816297
379960,2/29/16,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt resulted from identity theft,I am a victim of identity theft and someone stole my personal information and opened an unauthorized and fraudulent account in my name with XXXX XXXX and XXXX XXXX and accumulated a debt of {$670.00} that do not belong to me. I been receiving harassing and threatening telephone calls including XXXX for an account and debt that do not belong to me. _x000D_,Company disputes the facts presented in the complaint,"Professional Placement Services, LLC",MN,554XX,Servicemember,Consent provided,Web,2/29/16,Closed with explanation,Yes,No,1807718
380416,2/24/16,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,I have been receiving calls for years from several debt collectors for my husband 's son 's debts. We owe nothing. My husband and his son have the same name. I have told them to stop calling and gave them son 's phone # but they call several times a day some with different phone # 's ... ca n't answer my phone anymore. _x000D_Last number XXXX. PLEASE HELP! Thank you _x000D_,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Debt Recovery Solutions, LLC",MD,206XX,Servicemember,Consent provided,Web,2/29/16,Closed with explanation,Yes,Yes,1803288
380558,3/14/16,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,Collection company refused to accept the payments that I 've been doing to the Dr.s bill department. They ignore the Dr 's agreement to lower the debt and payments the Dr. is accepting for 4 months. They reported to XXXX that I am not making payments. They refuse to send me information about payments that I owe to them. _x000D_,Company believes it acted appropriately as authorized by contract or law,"Preferred Collection and Management, Inc.",FL,346XX,Older American,Consent provided,Web,3/14/16,Closed with explanation,Yes,No,1831007
380650,3/15/16,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,"My name is XXXX XXXX XXXX, I 'm a XXXX Veteran. Jefferson Capital is in clear violation of the FCRA/FDCPA by reinserting an already reported debt, also a debt that is already involved in litigation, which I am sure they do not wish to be a part of. _x000D__x000D_Please see the attached letter. No validation has been received. Furthermore, I do believe I am judgment proof as my status above would indicate. I am XXXX and unemployable for life. _x000D__x000D_I have been advised by my attorney who I 've cc 'd on this complaint that I am entitled to {$1000.00} per violation under FDCPA/FCRA plus attorney fees. I do not wish to litigate, but if I have to I will. _x000D__x000D_cc : XXXX XXXX XXXX XXXX. XXXX XXXX XXXX # XXXX, XXXX XXXX, CA XXXX _x000D_",Company believes it acted appropriately as authorized by contract or law,"CL Holdings, LLC",CA,916XX,Servicemember,Consent provided,Web,3/15/16,Closed with explanation,Yes,No,1831798
380748,2016-10-03 00:00:00,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,"They attempted to collect an amount that was not owed. I responded by explain to them the amount was paid to the original debtor and asked them to verify and send me the notice of verification. _x000D_I asked them to stop trying to contact me if they did n't have the original debt amount that was owed and the date of the delinquency. _x000D_I never heard from them, but instead they placed damaging information with the XXXX credit bureaus with false dates of delinquency. With XXXX credit bureau they reported that the debt with them was included in a bankruptcy. ( XXXX ) With another agency they reported it paid and closed. ( XXXX ) For over seven years they have attempted to collect an amount of XXXX that was paid with every under handed tactic that violates my FCRA rights. They also changed the delinquency date to the year 2011 and updated the reports so that they would remain with the reporting agencies longer. _x000D_I was finally given this site to make a report about their actions in hopes of getting them to cease the harassment and continued defamation. _x000D_",Company believes it acted appropriately as authorized by contract or law,"CBA of GA, Inc.",MD,207XX,Older American,Consent provided,Web,2016-10-03 00:00:00,Closed with explanation,Yes,Yes,1824987
380755,3/15/16,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,I obtained my credit reports and Mid Michigan CB was on their showing negative on my credit report. I do not know who these people are. I have sent them a certified letter to provide me with proof of both accounts XX/XX/2016 which i provided you with this letter that is attached.. Also in my letter I told them I am also exercising my right under FDCPA to dispute the alleged account and demand validation from them.They have gave me nothing _x000D_,Company believes it acted appropriately as authorized by contract or law,Mid-Michigan Collection Bureau,MI,481XX,Older American,Consent provided,Web,3/18/16,Closed with explanation,Yes,Yes,1832444
380778,2016-04-03 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,"Called the company trying to negotiate a payment plan/lower bill. After speaking to the person from the company I was told I needed to pay XXXX dollars a month. I responded with "" I am not able to pay that, I have XXXX kids. '' After a lot of bickering from the representative I was then told that "" you are now on a list of people who refuse to pay their debts '' and was immediately hung up on. _x000D_",Company believes it acted appropriately as authorized by contract or law,"I.Q. Data International, Inc.",NM,883XX,Servicemember,Consent provided,Web,2016-04-03 00:00:00,Closed with explanation,Yes,No,1816845
380783,2016-10-03 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"After fighting this once already with another collection agency ( XXXX XXXX ) and the originator ( XXXX XXXX XXXX ). And threatening legal action against both for falsely pursing me, along with ignoring my proof that it was n't my debt. It stopped ... now over a year later, another debt collecting agency is reporting the same debt on my credit report ( Penn Credit Corp ). _x000D__x000D_XXXX XXXX ... I departed XXXX, Colorado on MILITARY XXXX Prior to my departure I removed my name from the account according to the customer service representative who assist myself and my ex-wife in their local office. _x000D_XXXX XXXX ... I noticed the collection account on my credit report ... and through military legal assistance, this web site, they finally removed the collection account. Part of the processes I went through was submitting signed letters to cease and desist any and all future contact/collection attempts. along with proof of my departure and my new utilites/staements in XXXX. As it is documented here, that did n't happen immediately, and is now continuing. _x000D_EVEN IF THEY ca n't find records of me removing my name from the account ... .. XXXX XXXX XXXX went into a completely SEPARATE agreement with my ex-wife that had NOTHING to do with the "" normal '' operation of the utilities. I found this out after the fact ( trying to figure out how it was even allowed to reach the extremely high amount it reached, they normally shut it off for non payment after 2 missed months ). While I was XXXX, the ex-wife contacted them ( when they turned off the utilities after she quit paying them ). YES, she paid them at the beginning from her INDIVIDUAL account. She then had to submit a packet showing her INDIVIDUAL income along with a letter of reason for an extension to keep the utilities turned on. EVEN in the letter she states that we were no longer together and her income was minimal. SO she was awarded the extension based upon HER INCOME AND LETTER! ... .. _x000D_Now they are illegally pursuing me ( according my my legal office ) since I can prove my departure on military orders, along with them going into a separate agreement with her on her own. _x000D_",Company believes it acted appropriately as authorized by contract or law,Penn Credit Corporation,AP,962XX,Servicemember,Consent provided,Web,2016-10-03 00:00:00,Closed with explanation,Yes,Yes,1826194
380874,2016-04-03 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,""" XXXX '' communications shared my personal information to a collection agency named "" Eastern Account Systems '' to collect on a past due debt that was n't even mine. The only thing this other person had in common with me was my last name! This seemed to be a "" Phishing '' attempt to pay a "" past due '' bill. And that "" XXXX '' released my information without my consent or for "" Just Cause '' .I believe that both companies involved behaved in an unprofessional manner. _x000D_",Company believes it acted appropriately as authorized by contract or law,"Eastern Account Systems of Connecticut, Inc.",NV,894XX,Servicemember,Consent provided,Web,3/30/16,Closed with explanation,Yes,Yes,1817328
380878,2/25/16,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"My X wife had an issue with her XXXX telephone bill. She tried to resolve it but XXXX was so stubborn about it that she simply gave up and did not pay the bill. Then an collection agency got involved and they offered to reduce the bill if she would pay it. I was the one who spoke to the collection agency on the phone when the deal was made. My wife paid and we taught that was the end of it. Well 2 months later the same collection agency called back and told my wife that she still oved them some money. I got on the phone my self and ask them what in the XXXX is going on when just 2 months ago we settled that problem. Stubborn as they are they kept insisting that it was a misunderstanding. I told them to go to XXXX and do not bother us any more. On XXXX XXXX XXXX I got divorced from my wife and we live separately. I got another call from XXXX about one month ago from the same collection agency number XXXX and she asked to talk to my wife. I told that my wife does not live here and I asked her not to call again. Yesterday at XXXX XXXX XXXX XXXX I got an anonymous call I assume from the same agency. On XXXX XXXX at XXXX I got a call and a recorded message to call XXXX. I need for somebody to tell these people to cut it out. TO STOP, THIS IS PURE HARASSMENT. THIS IS NOT FUNNY ANYMORE. ENOUGH IS ENOUGH. I DO NOT OWE THESE PEOPLE ANYTHING. _x000D_",Company disputes the facts presented in the complaint,"Amsher Collection Services, Inc.",FL,331XX,Older American,Consent provided,Web,2016-01-03 00:00:00,Closed with explanation,Yes,No,1802004
380968,3/23/16,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"XXXX XXXX, I REC'VD A XXXX FROM XXXX XXXX XXXX OF XXXX, MN ... CALLED THE XXXX # ON THE FORM, WAS TRANSFERRED TO A XXXX LAW WHERE I WAS TOLD IT WAS AN OLD DEBT FROM XXXX, LAST ACTIVITY WAS IN XXXX, BANK OF AMERICA WAS THE ORIGINATOR, WAS SOLD TO DIFFERENT CREDIT AGENCIES OVER THE YEARS AND THAT XXXX WANTED TO GET IT OFF THEIR BOOKS SO THE XXXX WAS ISSUED _x000D_",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,NY,125XX,Servicemember,Consent provided,Web,3/23/16,Closed with explanation,Yes,Yes,1845591
381016,2016-01-03 00:00:00,Debt collection,Federal student loan,Improper contact or sharing of info,Contacted employer after asked not to,"TG continues to call me multiple times per day, as early at XXXX and as late as XXXX. They continue to call even though I have asked them not to. They called my employer and proceeded to ask them personal information about me and where I live. They even asked my employer to verify my Social Security Number. _x000D_",Company disputes the facts presented in the complaint,Texas Guaranteed,FL,346XX,Servicemember,Consent provided,Web,4/13/16,Closed,Yes,No,1810940
381053,3/15/16,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I was advised months ago the debt no longer exists. I have an actual bill dated XXXX XXXX, 2016 showing I have a XXXX balance acct with XXXX XXXX. These collection folks have ignored my communications for many months and now are hurting my credit for a debt I do not owe. They must be stopped and sanctioned, please _x000D_",Company believes it acted appropriately as authorized by contract or law,ERC,AZ,852XX,Older American,Consent provided,Web,3/15/16,Closed with non-monetary relief,Yes,No,1833462
381057,2/25/16,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"I receive, at a minimum, one phone call a day from the phone number XXXX, and when I answer it hangs up. After a quick search, I found out this number belongs to First National Collection Bureau out of Nevada. I do n't owe them anything, and repeated phone calls without anyone on the other end are unnerving and annoying. _x000D_",Company believes it acted appropriately as authorized by contract or law,"First National Collection Bureau, Inc.",OK,731XX,Servicemember,Consent provided,Web,2/25/16,Closed with explanation,Yes,No,1804524
381090,3/15/16,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Southwest Credit XXXX continues to harass me _x000D_,Company can't verify or dispute the facts in the complaint,"Southwest Credit Systems, L.P.",MI,486XX,Older American,Consent provided,Web,3/15/16,Closed,Yes,No,1833888
381418,2016-06-03 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"They have reported a debt for XXXX to the credit reporting agencies and it has ruined my credit. I do n't have XXXX nor have I ever had XXXX. It just appeared on my reports, and I want it removed immediately _x000D_",Company believes it acted appropriately as authorized by contract or law,"Credit Protection Association, L.P.",TX,773XX,Older American,Consent provided,Web,2016-08-03 00:00:00,Closed with non-monetary relief,Yes,No,1817706
